recording_id,time_ms,channel_a_normalized,channel_b_normalized
CRD-410018,24952,-0.415786,0.908259
CRD-410018,24960,-0.518849,0.453549
CRD-410018,24968,-0.491367,-0.057325
CRD-410018,24976,-0.58808,-0.291461
CRD-410018,24984,-0.378843,-0.809995
CRD-410018,24992,-0.609986,-0.475859
CRD-410018,25000,-0.498899,-0.610689
CRD-410018,25008,-0.486918,-0.352758
CRD-410018,25016,-0.20886,-0.533325
CRD-410018,25024,-0.146805,-0.471404
CRD-410018,25032,-0.112961,-0.22534
CRD-410018,25040,-0.060488,-0.249581
CRD-410018,25048,-0.173823,-0.367167
CRD-410018,25056,-0.011671,-0.303585
CRD-410018,25064,0.026003,-0.131823
CRD-410018,25072,-0.101148,-0.219774
CRD-410018,25080,0.103397,-0.156594
CRD-410018,25088,0.195274,-0.053906
CRD-410018,25096,0.212913,-0.249519
CRD-410018,25104,0.252619,0.202306
CRD-410018,25112,0.319417,-0.082088
CRD-410018,25120,0.198296,0.038012
CRD-410018,25128,0.316892,0.137824
CRD-410018,25136,0.16644,0.057615
CRD-410018,25144,0.280546,0.333607
CRD-410018,25152,0.299181,0.022072
CRD-410018,25160,0.306593,0.290878
CRD-410018,25168,0.310541,0.334757
CRD-410018,25176,0.388162,0.407197
CRD-410018,25184,0.376947,0.369041
CRD-410018,25192,0.223786,0.067398
CRD-410018,25200,0.233573,0.384186
CRD-410018,25208,0.438295,0.300214
CRD-410018,25216,0.296509,0.042507
CRD-410018,25224,0.276937,0.191652
CRD-410018,25232,0.309711,0.133903
CRD-410018,25240,0.338683,0.147314
CRD-410018,25248,0.264231,0.477955
CRD-410018,25256,0.187955,0.058417
CRD-410018,25264,0.014648,0.197675
CRD-410018,25272,0.079988,-0.074801
CRD-410018,25280,-0.124158,0.165213
CRD-410018,25288,-0.009262,0.019238
CRD-410018,25296,-0.089681,-0.007804
CRD-410018,25304,-0.135653,-0.013297
CRD-410018,25312,-0.18599,0.169556
CRD-410018,25320,-0.197456,-0.117622
CRD-410018,25328,-0.051022,-0.199858
CRD-410018,25336,-0.166186,-0.086234
CRD-410018,25344,-0.095395,-0.032634
CRD-410018,25352,-0.102594,-0.170318
CRD-410018,25360,-0.304538,-0.229873
CRD-410018,25368,0.114625,-0.25124
CRD-410018,25376,-0.264348,0.009649
CRD-410018,25384,-0.075205,-0.468567
CRD-410018,25392,-0.095302,-0.143881
CRD-410018,25400,-0.244191,-0.266289
CRD-410018,25408,-0.239696,-0.139007
CRD-410018,25416,0.059178,0.045339
CRD-410018,25424,-0.056055,-0.198739
CRD-410018,25432,-0.111368,-0.296046
CRD-410018,25440,0.165678,-0.052614
CRD-410018,25448,0.370918,-0.014042
CRD-410018,25456,0.070649,-0.241625
CRD-410018,25464,0.090218,0.070484
CRD-410018,25472,0.292045,0.11983
CRD-410018,25480,0.004523,0.002441
CRD-410018,25488,0.259162,-0.15854
CRD-410018,25496,0.048113,0.068393
CRD-410018,25504,-0.162971,0.057229
CRD-410018,25512,-0.058442,0.023248
CRD-410018,25520,0.019264,-0.003654
CRD-410018,25528,0.068848,0.029554
CRD-410018,25536,-0.046415,-0.105391
CRD-410018,25544,-0.145711,-0.065393
CRD-410018,25552,-0.197572,0.095958
CRD-410018,25560,-0.229695,-0.357162
CRD-410018,25568,0.002012,-0.058331
CRD-410018,25576,0.002567,-0.122945
CRD-410018,25584,-0.092101,-0.137948
CRD-410018,25592,0.044449,-0.141555
CRD-410018,25600,0.201588,-0.064655
CRD-410018,25608,0.568539,-0.023162
CRD-410018,25616,0.932602,-0.197958
CRD-410018,25624,1.204452,0.16381
CRD-410018,25632,1.50867,0.274538
CRD-410018,25640,1.859553,0.580383
CRD-410018,25648,1.468043,0.859888
CRD-410018,25656,1.141314,1.29688
CRD-410018,25664,1.020398,1.533418
CRD-410018,25672,0.512732,1.437976
CRD-410018,25680,-0.08396,1.07814
CRD-410018,25688,-0.2881,0.782874
CRD-410018,25696,-0.389208,0.11409
CRD-410018,25704,-0.637959,-0.008408
CRD-410018,25712,-0.785328,-0.232452
CRD-410018,25720,-0.342831,-0.631294
CRD-410018,25728,-0.56688,-0.616522
CRD-410018,25736,-0.36248,-0.460606
CRD-410018,25744,-0.217893,-0.837919
CRD-410018,25752,-0.162898,-0.652455
CRD-410018,25760,-0.056241,-0.471549
CRD-410018,25768,-0.08913,-0.412522
CRD-410018,25776,-0.180435,-0.234945
CRD-410018,25784,0.015202,-0.059553
CRD-410018,25792,0.077491,-0.168353
CRD-410018,25800,-0.004154,-0.080327
CRD-410018,25808,0.072698,-0.270922
CRD-410018,25816,0.0264,-0.048301
CRD-410018,25824,0.149247,0.007898
CRD-410018,25832,-0.023464,0.053907
CRD-410018,25840,0.297083,-0.031488
CRD-410018,25848,0.308899,-0.054235
CRD-410018,25856,0.308967,0.07656
CRD-410018,25864,0.42928,0.187284
CRD-410018,25872,0.493294,0.133305
CRD-410018,25880,0.45559,0.329581
CRD-410018,25888,0.367215,0.265276
CRD-410018,25896,0.356542,0.249221
CRD-410018,25904,0.449825,0.342504
CRD-410018,25912,0.333865,0.19217
CRD-410018,25920,0.63542,0.151953
CRD-410018,25928,0.427415,0.238792
CRD-410018,25936,0.312788,0.228814
CRD-410018,25944,0.311274,0.334782
CRD-410018,25952,0.154912,0.312289
CRD-410018,25960,0.325543,0.383312
CRD-410018,25968,0.243645,0.417601
CRD-410018,25976,0.153118,0.470601
CRD-410018,25984,0.326387,0.182591
CRD-410018,25992,0.223602,0.213402
CRD-410018,26000,0.273971,0.31154
CRD-410018,26008,0.134408,-0.053411
CRD-410018,26016,0.147294,-0.069144
CRD-410018,26024,0.076235,0.005607
CRD-410018,26032,0.177069,0.02278
CRD-410018,26040,0.137272,0.00228
CRD-410018,26048,-0.02596,0.031744
CRD-410018,26056,-0.046106,0.107995
CRD-410018,26064,-0.366826,0.107361
CRD-410018,26072,-0.047278,-0.210423
CRD-410018,26080,0.028623,-0.123385
CRD-410018,26088,-0.199293,-0.192347
CRD-410018,26096,-0.259217,-0.308499
CRD-410018,26104,-0.040638,-0.257512
CRD-410018,26112,-0.091762,-0.185639
CRD-410018,26120,-0.103459,-0.294375
CRD-410018,26128,-0.11497,-0.170442
CRD-410018,26136,-0.102719,-0.249922
CRD-410018,26144,0.048515,-0.239575
CRD-410018,26152,-0.117608,-0.163569
CRD-410018,26160,0.004136,-0.005383
CRD-410018,26168,0.027979,-0.084613
CRD-410018,26176,-0.094023,-0.302436
CRD-410018,26184,-0.021553,-0.115562
CRD-410018,26192,0.022122,-0.023227
CRD-410018,26200,0.096225,-0.229273
CRD-410018,26208,0.241441,-0.135501
CRD-410018,26216,0.235049,0.056345
CRD-410018,26224,0.128377,0.122837
CRD-410018,26232,0.210292,0.192124
CRD-410018,26240,-0.038157,0.029428
CRD-410018,26248,0.130797,0.233596
CRD-410018,26256,0.078672,0.128767
CRD-410018,26264,0.13304,0.051251
CRD-410018,26272,0.025135,-0.017351
CRD-410018,26280,-0.178824,-0.108298
CRD-410018,26288,-0.046046,-0.178442
CRD-410018,26296,-0.218143,-0.169117
CRD-410018,26304,-0.109818,-0.142853
CRD-410018,26312,0.003879,-0.307152
CRD-410018,26320,0.103724,-0.163489
CRD-410018,26328,0.096909,-0.152379
CRD-410018,26336,0.299576,-0.030816
CRD-410018,26344,0.308943,-0.012983
CRD-410018,26352,1.006798,-0.183317
CRD-410018,26360,1.040652,0.051265
CRD-410018,26368,1.540305,0.39809
CRD-410018,26376,1.745773,0.568694
CRD-410018,26384,1.529197,1.007058
CRD-410018,26392,1.214929,1.262705
CRD-410018,26400,0.846011,1.183229
CRD-410018,26408,0.620734,1.24314
CRD-410018,26416,0.059604,0.877263
CRD-410018,26424,-0.373199,1.014743
CRD-410018,26432,-0.469029,0.282111
CRD-410018,26440,-0.585497,-0.104554
CRD-410018,26448,-0.643285,-0.191083
CRD-410018,26456,-0.53122,-0.619937
CRD-410018,26464,-0.502487,-0.6296
CRD-410018,26472,-0.342502,-0.364315
CRD-410018,26480,-0.213815,-0.394457
CRD-410018,26488,-0.247559,-0.392696
CRD-410018,26496,-0.161423,-0.291066
CRD-410018,26504,-0.135175,-0.21427
CRD-410018,26512,-0.061024,-0.256652
CRD-410018,26520,-0.148894,-0.199263
CRD-410018,26528,-0.000697,-0.12804
CRD-410018,26536,0.092008,-0.08449
CRD-410018,26544,0.092179,-0.088197
CRD-410018,26552,0.068465,0.006125
CRD-410018,26560,0.059397,0.009885
CRD-410018,26568,0.109513,-0.033334
CRD-410018,26576,0.166312,0.071586
CRD-410018,26584,0.250183,0.103028
CRD-410018,26592,0.023929,0.142794
CRD-410018,26600,0.481196,0.160741
CRD-410018,26608,-0.006918,0.084981
CRD-410018,26616,0.409154,0.012734
CRD-410018,26624,0.404505,0.064388
CRD-410018,26632,0.206739,0.245217
CRD-410018,26640,0.12489,0.19209
CRD-410018,26648,0.256319,0.244625
CRD-410018,26656,0.544722,0.348359
CRD-410018,26664,0.428432,0.234911
CRD-410018,26672,0.288708,0.30402
CRD-410018,26680,0.245084,0.222085
CRD-410018,26688,0.432851,0.372833
CRD-410018,26696,0.375636,0.26859
CRD-410018,26704,0.382298,0.336919
CRD-410018,26712,0.220524,0.137386
CRD-410018,26720,0.146638,0.173912
CRD-410018,26728,0.283193,0.291668
CRD-410018,26736,0.096238,0.194077
CRD-410018,26744,0.260545,-0.040615
CRD-410018,26752,0.226785,0.325354
CRD-410018,26760,0.111689,-0.010957
CRD-410018,26768,-0.126889,-0.060837
CRD-410018,26776,0.112741,0.082453
CRD-410018,26784,0.091922,-0.019211
CRD-410018,26792,-0.0789,0.022866
CRD-410018,26800,-0.020432,0.038845
CRD-410018,26808,-0.050079,-0.24358
CRD-410018,26816,-0.275531,-0.083958
CRD-410018,26824,-0.15619,-0.087936
CRD-410018,26832,-0.106171,-0.179376
CRD-410018,26840,-0.308542,-0.184211
CRD-410018,26848,-0.185081,0.027121
CRD-410018,26856,-0.026618,-0.222327
CRD-410018,26864,0.045003,-0.119692
CRD-410018,26872,-0.123616,0.048234
CRD-410018,26880,0.099831,-0.137654
CRD-410018,26888,0.044095,-0.029647
CRD-410018,26896,0.027847,-0.251754
CRD-410018,26904,0.096038,-0.2925
CRD-410018,26912,0.118211,0.098728
CRD-410018,26920,0.159861,-0.156042
CRD-410018,26928,0.14975,0.181335
CRD-410018,26936,-0.077472,-0.230801
CRD-410018,26944,0.076224,-0.035143
CRD-410018,26952,0.038037,0.063475
CRD-410018,26960,-0.026985,0.150578
CRD-410018,26968,0.005179,0.083965
CRD-410018,26976,0.205244,0.020773
CRD-410018,26984,-0.040088,0.148801
CRD-410018,26992,-0.008092,-0.199366
CRD-410018,27000,0.056769,-0.128889
CRD-410018,27008,-0.075623,0.073646
CRD-410018,27016,-0.194139,0.003081
CRD-410018,27024,-0.083762,-0.12972
CRD-410018,27032,-0.041289,-0.12814
CRD-410018,27040,-0.025992,-0.016167
CRD-410018,27048,0.098001,-0.155885
CRD-410018,27056,0.220468,-0.29194
CRD-410018,27064,0.306064,-0.331549
CRD-410018,27072,0.695985,-0.282258
CRD-410018,27080,1.011991,0.173518
CRD-410018,27088,1.407671,0.077208
CRD-410018,27096,1.645488,0.769566
CRD-410018,27104,1.532802,0.894195
CRD-410018,27112,1.478091,1.260231
CRD-410018,27120,1.054486,1.224631
CRD-410018,27128,0.668169,1.413614
CRD-410018,27136,0.05418,1.264492
CRD-410018,27144,-0.089598,1.011632
CRD-410018,27152,-0.466076,0.336926
CRD-410018,27160,-0.404449,0.253345
CRD-410018,27168,-0.680476,-0.026111
CRD-410018,27176,-0.57944,-0.286279
CRD-410018,27184,-0.475892,-0.654958
CRD-410018,27192,-0.402883,-0.566806
CRD-410018,27200,-0.224634,-0.695654
CRD-410018,27208,-0.201173,-0.543352
CRD-410018,27216,-0.266715,-0.647834
CRD-410018,27224,-0.189118,-0.045038
CRD-410018,27232,-0.001645,-0.238654
CRD-410018,27240,-0.11376,-0.179624
CRD-410018,27248,0.02001,-0.11055
CRD-410018,27256,-0.042319,-0.146205
CRD-410018,27264,-0.035219,-0.047181
CRD-410018,27272,-0.048503,-0.167673
CRD-410018,27280,0.102812,0.018203
CRD-410018,27288,-0.03831,-0.134662
CRD-410018,27296,0.009454,0.014781
CRD-410018,27304,0.238569,-0.110641
CRD-410018,27312,0.209695,0.029517
CRD-410018,27320,0.189492,0.03077
CRD-410018,27328,0.212811,0.301252
CRD-410018,27336,0.205921,0.031943
CRD-410018,27344,0.327238,0.255637
CRD-410018,27352,0.407303,0.41314
CRD-410018,27360,0.526912,0.144848
CRD-410018,27368,0.489938,0.431048
CRD-410018,27376,0.522237,0.504928
CRD-410018,27384,0.38221,0.281365
CRD-410018,27392,0.462874,0.151205
CRD-410018,27400,0.311197,0.302606
CRD-410018,27408,0.282756,0.341837
CRD-410018,27416,0.293496,0.398668
CRD-410018,27424,0.445285,-0.008527
CRD-410018,27432,0.131244,0.334264
CRD-410018,27440,0.194449,0.269512
CRD-410018,27448,0.266934,0.32009
CRD-410018,27456,0.079893,0.076633
CRD-410018,27464,0.055315,0.027363
CRD-410018,27472,0.128751,0.095105
CRD-410018,27480,0.084469,-0.036035
CRD-410018,27488,0.033081,-0.062736
CRD-410018,27496,-0.086238,0.243207
CRD-410018,27504,-0.171778,0.107435
CRD-410018,27512,-0.201701,-0.082233
CRD-410018,27520,-0.028898,-0.062573
CRD-410018,27528,-0.188002,-0.069497
CRD-410018,27536,-0.034119,-0.057788
CRD-410018,27544,-0.239203,-0.000632
CRD-410018,27552,-0.352531,0.035078
CRD-410018,27560,-0.163072,0.064915
CRD-410018,27568,-0.084362,-0.224099
CRD-410018,27576,-0.200791,-0.008583
CRD-410018,27584,-0.08488,-0.0844
CRD-410018,27592,-0.238388,0.02081
CRD-410018,27600,-0.054868,-0.217237
CRD-410018,27608,-0.14366,-0.219235
CRD-410018,27616,-0.139493,-0.269499
CRD-410018,27624,-0.068173,-0.052547
CRD-410018,27632,0.053111,-0.198252
CRD-410018,27640,-0.140233,-0.0641
CRD-410018,27648,0.140569,-0.026084
CRD-410018,27656,0.081868,-0.201303
CRD-410018,27664,0.077357,-0.210839
CRD-410018,27672,0.094414,-0.054316
CRD-410018,27680,0.203123,-0.093664
CRD-410018,27688,0.168441,-0.041517
CRD-410018,27696,0.007218,0.1258
CRD-410018,27704,-0.118665,-0.112055
CRD-410018,27712,0.100299,-0.011835
CRD-410018,27720,0.043921,-0.130639
CRD-410018,27728,0.08497,-0.028461
CRD-410018,27736,0.011127,0.182808
CRD-410018,27744,-0.263186,0.004916
CRD-410018,27752,-0.366216,-0.074631
CRD-410018,27760,-0.171949,-0.00463
CRD-410018,27768,-0.059443,0.093923
CRD-410018,27776,-0.16549,-0.101415
CRD-410018,27784,-0.173763,-0.189705
CRD-410018,27792,0.056804,0.07375
CRD-410018,27800,0.311052,-0.162419
CRD-410018,27808,0.514379,-0.274479
CRD-410018,27816,0.932301,0.211075
CRD-410018,27824,1.322907,0.106289
CRD-410018,27832,1.591789,0.392385
CRD-410018,27840,1.687378,0.773319
CRD-410018,27848,1.450853,1.214005
CRD-410018,27856,0.999972,1.314871
CRD-410018,27864,0.720196,1.41086
CRD-410018,27872,0.262159,1.390268
CRD-410018,27880,-0.171266,1.117438
CRD-410018,27888,-0.22222,0.598479
CRD-410018,27896,-0.478203,0.19103
CRD-410018,27904,-0.409748,-0.185878
CRD-410018,27912,-0.621756,-0.141949
CRD-410018,27920,-0.673616,-0.555854
CRD-410018,27928,-0.505779,-0.47246
CRD-410018,27936,-0.163624,-0.464134
CRD-410018,27944,-0.263562,-0.417867
CRD-410018,27952,-0.140221,-0.25286
CRD-410018,27960,0.017575,-0.345159
CRD-410018,27968,-0.040829,-0.321348
CRD-410018,27976,-0.242908,-0.356474
CRD-410018,27984,3.5e-05,-0.250208
CRD-410018,27992,0.070595,-0.2636
CRD-410018,28000,0.15625,-0.061166
CRD-410018,28008,-0.068313,-0.10905
CRD-410018,28016,0.016242,-0.115304
CRD-410018,28024,0.250017,-0.171189
CRD-410018,28032,0.207514,-0.031541
CRD-410018,28040,0.197084,0.1008
CRD-410018,28048,0.189112,0.15125
CRD-410018,28056,0.270692,0.214816
CRD-410018,28064,0.309155,0.148298
CRD-410018,28072,0.112125,-0.042756
CRD-410018,28080,0.179765,0.059842
CRD-410018,28088,0.317592,0.096593
CRD-410018,28096,0.341869,0.19703
CRD-410018,28104,0.423346,0.282866
CRD-410018,28112,0.369859,0.24683
CRD-410018,28120,0.358077,0.569815
CRD-410018,28128,0.418554,0.390986
CRD-410018,28136,0.213595,0.355528
CRD-410018,28144,0.435818,0.208233
CRD-410018,28152,0.241934,0.328995
CRD-410018,28160,0.232587,0.339634
CRD-410018,28168,0.374822,0.231194
CRD-410018,28176,0.234527,0.292982
CRD-410018,28184,0.106471,0.574705
CRD-410018,28192,0.103314,0.20788
CRD-410018,28200,0.102546,0.123351
CRD-410018,28208,0.127338,0.07575
CRD-410018,28216,0.114555,0.239817
CRD-410018,28224,-0.105507,0.031499
CRD-410018,28232,-0.023134,-0.143964
CRD-410018,28240,0.074941,-0.056531
CRD-410018,28248,-0.041538,0.081118
CRD-410018,28256,-0.008345,0.220366
CRD-410018,28264,-0.006334,-0.102775
CRD-410018,28272,-0.051864,0.095366
CRD-410018,28280,-0.010377,-0.204539
CRD-410018,28288,-0.064343,-0.10246
CRD-410018,28296,-0.077874,-0.200732
CRD-410018,28304,0.077818,-0.016916
CRD-410018,28312,0.100995,-0.123595
CRD-410018,28320,-0.093221,-0.054562
CRD-410018,28328,0.050436,-0.052711
CRD-410018,28336,0.006701,-0.194696
CRD-410018,28344,-0.077391,-0.221633
CRD-410018,28352,-0.02881,-0.156906
CRD-410018,28360,0.111032,-0.10671
CRD-410018,28368,0.122524,-0.09782
CRD-410018,28376,0.166748,0.067324
CRD-410018,28384,0.211115,0.047328
CRD-410018,28392,0.02551,-0.044516
CRD-410018,28400,-0.023098,0.045255
CRD-410018,28408,0.059933,0.148719
CRD-410018,28416,-0.033464,0.151346
CRD-410018,28424,0.06624,0.154527
CRD-410018,28432,0.153265,0.099374
CRD-410018,28440,-0.14906,-0.071007
CRD-410018,28448,-0.274348,-0.02779
CRD-410018,28456,-0.000985,-0.012911
CRD-410018,28464,-0.081936,-0.061335
CRD-410018,28472,-0.237814,-0.023321
CRD-410018,28480,-0.186424,-0.317488
CRD-410018,28488,-0.164936,-0.117903
CRD-410018,28496,-0.009274,-0.139974
CRD-410018,28504,0.150602,-0.202831
CRD-410018,28512,0.275733,-0.101819
CRD-410018,28520,0.502985,0.09379
CRD-410018,28528,0.846402,-0.084154
CRD-410018,28536,1.11166,0.217798
CRD-410018,28544,1.479249,0.564464
CRD-410018,28552,1.570643,0.83876
CRD-410018,28560,1.479152,1.013237
CRD-410018,28568,1.168898,1.32186
CRD-410018,28576,0.593376,1.382652
CRD-410018,28584,0.293503,1.421734
CRD-410018,28592,-0.062788,0.985856
CRD-410018,28600,-0.168466,0.803657
CRD-410018,28608,-0.498947,-0.064929
CRD-410018,28616,-0.493492,0.03575
CRD-410018,28624,-0.697675,-0.347619
CRD-410018,28632,-0.459223,-0.646153
CRD-410018,28640,-0.416491,-0.332009
CRD-410018,28648,-0.26873,-0.513852
CRD-410018,28656,-0.278523,-0.495453
CRD-410018,28664,-0.435209,-0.481921
CRD-410018,28672,0.087016,-0.432371
CRD-410018,28680,0.036035,-0.357516
CRD-410018,28688,-0.014613,-0.377017
CRD-410018,28696,-0.174876,-0.194738
CRD-410018,28704,-0.004078,-0.195039
CRD-410018,28712,0.052609,-0.248641
CRD-410018,28720,0.123372,-0.145997
CRD-410018,28728,0.17581,-0.008141
CRD-410018,28736,0.243746,-0.03793
CRD-410018,28744,0.126406,0.040445
CRD-410018,28752,0.368473,0.094976
CRD-410018,28760,0.267072,0.116087
CRD-410018,28768,0.31583,0.10409
CRD-410018,28776,0.272869,0.023072
CRD-410018,28784,0.422055,0.195054
CRD-410018,28792,0.496527,0.168192
CRD-410018,28800,0.371262,0.28077
CRD-410018,28808,0.435629,0.261886
CRD-410018,28816,0.310949,0.035721
CRD-410018,28824,0.417768,0.102886
CRD-410018,28832,0.399472,0.414521
CRD-410018,28840,0.177961,0.368172
CRD-410018,28848,0.479048,0.159216
CRD-410018,28856,0.211808,0.261501
CRD-410018,28864,0.26257,0.582558
CRD-410018,28872,0.238213,0.360009
CRD-410018,28880,0.194029,0.445409
CRD-410018,28888,0.277931,0.185149
CRD-410018,28896,0.09175,0.246997
CRD-410018,28904,-0.012962,0.193446
CRD-410018,28912,0.306477,0.114728
CRD-410018,28920,0.018829,0.152519
CRD-410018,28928,0.050498,0.136958
CRD-410018,28936,0.081727,-0.076732
CRD-410018,28944,-0.017579,-0.136696
CRD-410018,28952,-0.108045,0.029982
CRD-410018,28960,-0.125949,0.213787
CRD-410018,28968,-0.159872,0.035233
CRD-410018,28976,-0.253324,-0.226469
CRD-410018,28984,-0.109067,0.009732
CRD-410018,28992,-0.063404,0.0218
CRD-410018,29000,-0.243165,-0.267587
CRD-410018,29008,-0.106454,-0.231661
CRD-410018,29016,-0.058719,-0.201059
CRD-410018,29024,-0.166191,0.087756
CRD-410018,29032,-0.035826,-0.254257
CRD-410018,29040,-0.00492,-0.094344
CRD-410018,29048,-0.04662,-0.029621
CRD-410018,29056,0.021588,-0.110047
CRD-410018,29064,0.163868,-0.189374
CRD-410018,29072,0.113353,0.222098
CRD-410018,29080,-0.031918,-0.033296
CRD-410018,29088,0.117582,0.032691
CRD-410018,29096,0.276558,0.120099
CRD-410018,29104,0.067502,0.239455
CRD-410018,29112,0.065666,0.265378
CRD-410018,29120,0.321042,0.150787
CRD-410018,29128,0.333742,0.111931
CRD-410018,29136,0.015866,0.065626
CRD-410018,29144,0.176949,0.022229
CRD-410018,29152,-0.006203,0.168365
CRD-410018,29160,-0.0766,0.007054
CRD-410018,29168,-0.134209,-0.081196
CRD-410018,29176,-0.298414,-0.001388
CRD-410018,29184,-0.065916,-0.008393
CRD-410018,29192,-0.10415,0.005131
CRD-410018,29200,-0.107746,-0.181237
CRD-410018,29208,-0.137625,-0.09694
CRD-410018,29216,0.225225,0.028812
CRD-410018,29224,0.10235,-0.273582
CRD-410018,29232,0.517222,-0.06589
CRD-410018,29240,0.658992,0.142258
CRD-410018,29248,1.255782,0.044909
CRD-410018,29256,1.350649,0.296847
CRD-410018,29264,1.573987,0.632553
CRD-410018,29272,1.618455,0.949495
CRD-410018,29280,1.206809,1.261459
CRD-410018,29288,0.902349,1.514928
CRD-410018,29296,0.572068,1.423201
CRD-410018,29304,0.184302,1.284622
CRD-410018,29312,-0.139931,0.853995
CRD-410018,29320,-0.328788,0.559588
CRD-410018,29328,-0.612134,0.221124
CRD-410018,29336,-0.582192,-0.252342
CRD-410018,29344,-0.59877,-0.370456
CRD-410018,29352,-0.604714,-0.359513
CRD-410018,29360,-0.29434,-0.787303
CRD-410018,29368,-0.397804,-0.481517
CRD-410018,29376,-0.256677,-0.324854
CRD-410018,29384,-0.105533,-0.363681
CRD-410018,29392,-0.194215,-0.397013
CRD-410018,29400,0.047855,-0.17661
CRD-410018,29408,-0.073493,-0.332968
CRD-410018,29416,0.014035,0.053304
CRD-410018,29424,-0.044149,-0.222186
CRD-410018,29432,0.028325,-0.064824
CRD-410018,29440,0.143898,0.223884
CRD-410018,29448,0.048916,0.043866
CRD-410018,29456,0.040599,-0.040874
CRD-410018,29464,-0.021344,-0.251382
CRD-410018,29472,0.274157,0.137413
CRD-410018,29480,0.176674,0.227823
CRD-410018,29488,0.248789,0.131514
CRD-410018,29496,0.352492,0.124421
CRD-410018,29504,0.084325,0.259909
CRD-410018,29512,0.373935,0.366386
CRD-410018,29520,0.273194,0.389797
CRD-410018,29528,0.62971,0.253465
CRD-410018,29536,0.447395,0.259766
CRD-410018,29544,0.439166,0.214576
CRD-410018,29552,0.315382,0.278117
CRD-410018,29560,0.522813,0.159346
CRD-410018,29568,0.034983,0.358262
CRD-410018,29576,0.246247,0.453229
CRD-410018,29584,0.058542,0.184625
CRD-410018,29592,0.278864,0.196339
CRD-410018,29600,0.283957,0.118169
CRD-410018,29608,0.010785,0.323881
CRD-410018,29616,0.161389,0.284265
CRD-410018,29624,0.100834,0.202814
CRD-410018,29632,-0.00983,0.203862
CRD-410018,29640,0.056038,0.309805
CRD-410018,29648,-0.106517,0.11644
CRD-410018,29656,-0.133034,0.158585
CRD-410018,29664,0.086571,0.135829
CRD-410018,29672,0.067176,-0.080863
CRD-410018,29680,0.085304,-0.259569
CRD-410018,29688,-0.129042,-0.291039
CRD-410018,29696,-0.125541,-0.021684
CRD-410018,29704,0.062196,-0.172169
CRD-410018,29712,-0.103095,-0.087613
CRD-410018,29720,-0.243245,-0.157733
CRD-410018,29728,-0.175979,-0.021479
CRD-410018,29736,-0.050753,-0.386663
CRD-410018,29744,-0.08858,-0.179011
CRD-410018,29752,-0.097234,-0.037006
CRD-410018,29760,0.016253,-0.063988
CRD-410018,29768,-0.027869,0.084159
CRD-410018,29776,-0.085403,0.113968
CRD-410018,29784,0.001003,-0.076268
CRD-410018,29792,0.033068,0.019313
CRD-410018,29800,0.082386,-0.016552
CRD-410018,29808,-0.106935,0.018717
CRD-410018,29816,0.203981,-0.032266
CRD-410018,29824,0.093325,0.235425
CRD-410018,29832,0.35185,0.143004
CRD-410018,29840,0.06462,0.09308
CRD-410018,29848,-0.070084,-0.118325
CRD-410018,29856,0.076831,0.210583
CRD-410018,29864,-0.000359,0.040857
CRD-410018,29872,-0.113673,-0.024656
CRD-410018,29880,0.062702,0.051517
CRD-410018,29888,-0.195331,0.066972
CRD-410018,29896,-0.035926,0.089788
CRD-410018,29904,-0.151147,-0.067134
CRD-410018,29912,-0.111738,-0.081681
CRD-410018,29920,0.107985,0.05084
CRD-410018,29928,0.100162,-0.120506
CRD-410018,29936,0.022927,-0.140038
CRD-410018,29944,0.133074,-0.26506
CRD-410018,29952,0.29891,-0.042144
CRD-410018,29960,0.849205,0.163876
CRD-410018,29968,1.181411,-0.050244
CRD-410018,29976,1.447814,0.575327
CRD-410018,29984,1.652807,0.779117
CRD-410018,29992,1.492823,0.878206
CRD-410015,0,-0.113487,-0.052704
CRD-410015,10,-0.132979,-0.115908
CRD-410015,20,-0.022799,-0.065023
CRD-410015,30,-0.110618,-0.163702
CRD-410015,40,-0.181307,-0.025566
CRD-410015,50,-0.099903,-0.144839
CRD-410015,60,-0.123501,-0.161011
CRD-410015,70,-0.209479,-0.100717
CRD-410015,80,-0.075351,-0.147312
CRD-410015,90,-0.067789,-0.139688
CRD-410015,100,-0.15836,-0.099026
CRD-410015,110,-0.283606,0.02328
CRD-410015,120,-0.209256,-0.100791
CRD-410015,130,-0.074519,-0.106121
CRD-410015,140,0.032012,-0.1717
CRD-410015,150,-0.070704,-0.070695
CRD-410015,160,-0.132444,-0.191824
CRD-410015,170,-0.112593,-0.099553
CRD-410015,180,-0.09185,0.040838
CRD-410015,190,-0.147499,-0.144597
CRD-410015,200,-0.03811,0.052423
CRD-410015,210,-0.07698,-0.03367
CRD-410015,220,0.029514,-0.113459
CRD-410015,230,-6e-06,-0.062022
CRD-410015,240,-0.26438,-0.024658
CRD-410015,250,-0.081394,-0.009021
CRD-410015,260,-0.117648,0.025838
CRD-410015,270,-0.055868,-0.071234
CRD-410015,280,0.119254,-0.094718
CRD-410015,290,-0.157282,0.000856
CRD-410015,300,-0.226972,-0.0572
CRD-410015,310,0.04031,0.0466
CRD-410015,320,-0.03156,-0.093881
CRD-410015,330,-0.033131,-0.020526
CRD-410015,340,-0.057431,-0.090447
CRD-410015,350,-0.220539,-0.179976
CRD-410015,360,0.054684,-0.151938
